value,proposed,result
49816, 24908.0, 0
61975, 18592.5, 0
36189, 18094.5, 1
5308, 1592.4, 0
92873, 27861.9, 0
74967, 29986.8, 0
81452, 48871.2, 0
51830, 15549.0, 0
68600, 27440.0, 0
47852, 23926.0, 0
36806, 7361.2, 0
69004, 13800.8, 0
95088, 28526.4, 0
79367, 15873.4, 0
22054, 6616.2, 1
73910, 51737.0, 1
12370, 3711.0, 0
52183, 10436.6, 0
96117, 19223.4, 0
76790, 23037.0, 0
11290, 3387.0, 1
59406, 11881.2, 0
14809, 4442.7, 0
2684, 1878.8, 0
86441, 25932.3, 0
27855, 8356.5, 0
76431, 45858.6, 1
41215, 12364.5, 0
38843, 27190.1, 1
21983, 13189.8, 0
66300, 46410.0, 1
7577, 3788.5, 0
59666, 23866.4, 1
39920, 11976.0, 0
32765, 9829.5, 0
5480, 2192.0, 1
19455, 3891.0, 0
41168, 12350.4, 0
47410, 14223.0, 0
98396, 19679.2, 0
56782, 28391.0, 1
68166, 34083.0, 0
93174, 27952.2, 0
4814, 1925.6, 1
17218, 5165.4, 0
49636, 34745.2, 1
94695, 28408.5, 0
30822, 12328.8, 0
59630, 29815.0, 0
28458, 8537.4, 0
17857, 7142.8, 0
93877, 37550.8, 1
87662, 43831.0, 0
97166, 68016.2, 1
70275, 14055.0, 0
56768, 11353.6, 0
58470, 11694.0, 0
72282, 21684.6, 0
69553, 48687.1, 1
73012, 21903.6, 0
14030, 4209.0, 0
19200, 5760.0, 0
72770, 14554.0, 0
6002, 3601.2, 0
27212, 5442.4, 0
49855, 29913.0, 1
8984, 5390.4, 1
29299, 5859.8, 0
78636, 23590.8, 1
30590, 21413.0, 0
79860, 39930.0, 0
40901, 8180.2, 0
5946, 1189.2, 0
26046, 10418.4, 0
86205, 25861.5, 1
14158, 2831.6, 0
87933, 52759.8, 0
71900, 21570.0, 0
42310, 21155.0, 0
49043, 19617.2, 0
52330, 15699.0, 0
59917, 17975.1, 0
88182, 26454.6, 0
1750, 350.0, 0
32824, 9847.2, 0
42477, 12743.1, 0
10270, 5135.0, 0
39281, 15712.4, 1
52265, 10453.0, 0
61334, 18400.2, 0
68377, 27350.8, 0
88335, 26500.5, 0
50605, 35423.5, 1
63334, 19000.2, 0
36855, 11056.5, 1
74026, 14805.2, 0
37065, 7413.0, 0
5258, 2103.2, 0
74483, 29793.2, 0
22156, 11078.0, 0
40590, 24354.0, 1
11754, 3526.2, 0
92564, 27769.2, 0
52517, 15755.1, 0
11182, 6709.2, 0
90777, 36310.8, 1
43832, 30682.4, 0
86435, 43217.5, 0
60109, 24043.6, 1
35322, 10596.6, 0
57118, 28559.0, 1
66783, 20034.9, 0
19901, 9950.5, 0
20229, 6068.7, 0
3453, 1035.9, 1
70782, 14156.4, 0
11528, 5764.0, 0
4352, 3046.4, 1
88098, 26429.4, 1
50838, 25419.0, 0
30575, 18345.0, 0
15417, 4625.1, 0
47514, 14254.2, 0
56882, 39817.4, 1
18127, 3625.4, 0
33469, 23428.3, 1
54056, 10811.2, 1
54563, 27281.5, 0
57387, 28693.5, 0
14100, 4230.0, 0
33207, 9962.1, 0
98437, 19687.4, 0
90093, 54055.8, 0
70361, 42216.6, 1
1787, 536.1, 1
97701, 58620.6, 1
5896, 1768.8, 0
76560, 22968.0, 0
66760, 20028.0, 0
3505, 1051.5, 0
99085, 19817.0, 1
73585, 22075.5, 0
5194, 1038.8, 0
70449, 49314.3, 0
1764, 705.6, 0
6441, 1932.3, 1
26646, 5329.2, 0
78647, 39323.5, 1
53165, 37215.5, 1
8478, 1695.6, 1
63017, 18905.1, 0
67517, 47261.9, 1
46770, 32739.0, 1
65306, 19591.8, 1
13564, 4069.2, 1
40708, 16283.2, 1
42301, 16920.4, 0
48806, 19522.4, 0
95434, 28630.2, 0
13276, 3982.8, 0
63510, 19053.0, 0
58411, 23364.4, 0
19726, 5917.8, 0
72279, 50595.3, 1
29212, 14606.0, 0
16763, 11734.1, 1
49377, 14813.1, 0
69598, 13919.6, 0
95082, 28524.6, 1
29631, 8889.3, 0
41014, 24608.4, 0
22899, 4579.8, 1
1626, 487.8, 0
33043, 9912.9, 1
54792, 10958.4, 0
86416, 17283.2, 0
89666, 53799.6, 0
15147, 4544.1, 0
45086, 9017.2, 0
49155, 14746.5, 0
26641, 7992.3, 0
25494, 5098.8, 0
14001, 2800.2, 0
76810, 53767.0, 0
1043, 521.5, 0
39407, 7881.4, 0
46931, 14079.3, 0
85389, 25616.7, 0
49903, 29941.8, 0
94802, 28440.6, 0
70793, 42475.8, 1
43943, 13182.9, 0
96626, 28987.8, 1
94012, 37604.8, 0
90307, 63214.9, 0
62031, 12406.2, 0
28847, 8654.1, 1
53092, 21236.8, 1
45467, 18186.8, 0
35443, 10632.9, 1
76644, 22993.2, 0
68236, 27294.4, 0
46362, 13908.6, 0
49738, 9947.6, 0
36123, 14449.2, 0
72756, 21826.8, 0
99328, 59596.8, 1
19299, 5789.7, 0
33553, 20131.8, 1
62814, 12562.8, 0
12762, 2552.4, 0
68318, 47822.6, 1
57010, 17103.0, 0
89641, 62748.7, 0
77422, 15484.4, 0
66609, 19982.7, 0
56463, 16938.9, 1
48616, 29169.6, 1
26462, 7938.6, 0
9729, 1945.8, 0
83797, 33518.8, 0
64340, 38604.0, 0
56921, 17076.3, 0
49966, 29979.6, 0
83326, 24997.8, 0
15673, 7836.5, 1
97739, 29321.7, 0
32548, 9764.4, 1
38488, 11546.4, 1
9480, 5688.0, 0
43288, 8657.6, 0
19693, 5907.9, 0
68456, 13691.2, 0
39283, 11784.9, 1
58029, 17408.7, 1
47978, 9595.6, 0
51327, 15398.1, 0
29175, 8752.5, 0
60227, 18068.1, 0
71033, 42619.8, 0
97949, 29384.7, 0
26998, 10799.2, 1
91431, 45715.5, 1
16345, 4903.5, 0
51924, 15577.2, 0
55628, 16688.4, 1
30410, 9123.0, 0
71858, 43114.8, 1
80511, 24153.3, 0
94884, 47442.0, 0
64426, 19327.8, 1
78465, 54925.5, 1
10472, 3141.6, 0
93269, 46634.5, 0
41920, 8384.0, 0
93156, 18631.2, 0
52165, 26082.5, 0
10983, 6589.8, 0
7141, 2142.3, 0
54009, 16202.7, 0
38290, 11487.0, 0
16203, 6481.2, 0
14217, 9951.9, 1
54370, 16311.0, 0
76207, 22862.1, 0
69952, 41971.2, 1
9274, 3709.6, 0
60178, 12035.6, 0
5340, 1602.0, 0
76723, 38361.5, 1
16995, 8497.5, 1
25366, 5073.2, 0
32103, 6420.6, 0
40783, 20391.5, 0
82696, 41348.0, 0
11773, 7063.8, 0
11905, 4762.0, 0
84202, 25260.6, 0
92741, 46370.5, 1
78834, 23650.2, 0
59180, 35508.0, 0
76742, 46045.2, 0
17286, 3457.2, 0
64991, 38994.6, 0
7008, 2102.4, 0
26133, 10453.2, 0
73056, 21916.8, 1
81685, 16337.0, 0
86849, 26054.7, 0
99870, 49935.0, 0
56471, 28235.5, 0
67991, 33995.5, 0
72157, 36078.5, 0
69832, 48882.4, 0
37753, 7550.6, 0
63765, 12753.0, 0
79032, 39516.0, 1
57492, 17247.6, 0
65508, 39304.8, 1
45634, 13690.2, 0
95420, 19084.0, 0
71554, 14310.8, 0
93443, 56065.8, 0
97945, 29383.5, 0
73404, 22021.2, 0
45575, 9115.0, 0
27794, 11117.6, 0
21199, 6359.7, 0
17594, 5278.2, 0
28048, 16828.8, 1
95215, 57129.0, 1
97985, 19597.0, 0
17037, 8518.5, 0
38717, 11615.1, 0
5937, 1781.1, 1
29179, 5835.8, 0
71145, 21343.5, 0
94285, 28285.5, 1
29103, 5820.6, 0
86436, 34574.4, 0
41302, 12390.6, 1
82777, 24833.1, 0
64407, 19322.1, 0
10636, 3190.8, 1
24864, 7459.2, 0
33698, 10109.4, 0
6914, 2074.2, 0
81995, 24598.5, 0
91428, 27428.4, 0
53700, 26850.0, 0
71587, 21476.1, 0
43687, 21843.5, 0
81175, 24352.5, 0
69675, 20902.5, 1
29230, 5846.0, 0
91557, 27467.1, 1
28203, 19742.1, 1
34655, 10396.5, 0
83024, 58116.8, 1
19582, 5874.6, 0
92712, 18542.4, 0
53073, 10614.6, 0
88684, 35473.6, 0
37904, 26532.8, 1
21215, 4243.0, 0
63990, 19197.0, 0
21393, 12835.8, 1
50414, 35289.8, 1
93637, 56182.2, 0
19290, 5787.0, 0
18062, 5418.6, 0
62793, 18837.9, 0
2621, 1834.7, 1
43047, 12914.1, 0
2205, 661.5, 0
78613, 47167.8, 1
96554, 19310.8, 0
66014, 13202.8, 0
70179, 21053.7, 0
34298, 6859.6, 0
55812, 11162.4, 1
60586, 18175.8, 0
53988, 16196.4, 1
18450, 7380.0, 0
32408, 6481.6, 0
56250, 39375.0, 1
89001, 62300.7, 1
73297, 36648.5, 1
40801, 20400.5, 0
46915, 28149.0, 0
5948, 2974.0, 1
54824, 16447.2, 0
64455, 45118.5, 1
13388, 8032.8, 0
19663, 5898.9, 0
74534, 22360.2, 1
84376, 50625.6, 0
68081, 20424.3, 0
54236, 10847.2, 0
85723, 17144.6, 0
81356, 40678.0, 0
32769, 16384.5, 1
44538, 8907.6, 0
88087, 26426.1, 0
97941, 29382.3, 0
22186, 4437.2, 0
87169, 26150.7, 1
50478, 15143.4, 1
71757, 21527.1, 1
83735, 58614.5, 0
6588, 2635.2, 1
26566, 7969.8, 1
1418, 992.6, 0
89673, 26901.9, 0
96938, 19387.6, 1
1546, 463.8, 0
23178, 6953.4, 0
36325, 14530.0, 0
76019, 22805.7, 1
94731, 28419.3, 1
21414, 12848.4, 0
85696, 17139.2, 0
81862, 40931.0, 1
12671, 5068.4, 0
3558, 1067.4, 0
5953, 1785.9, 0
41593, 16637.2, 0
33423, 23396.1, 0
27044, 16226.4, 0
7475, 2242.5, 0
94187, 28256.1, 0
51360, 20544.0, 0
83682, 16736.4, 0
25933, 7779.9, 0
34659, 10397.7, 0
71978, 14395.6, 1
43794, 30655.8, 1
32064, 9619.2, 0
40279, 12083.7, 0
82221, 24666.3, 0
57927, 23170.8, 0
20360, 6108.0, 0
75803, 37901.5, 0
89906, 53943.6, 0
94553, 66187.1, 1
84997, 25499.1, 0
9742, 2922.6, 1
42518, 17007.2, 1
36418, 7283.6, 0
51542, 30925.2, 0
3140, 2198.0, 1
60093, 18027.9, 0
51425, 15427.5, 0
76027, 45616.2, 0
17103, 6841.2, 1
52612, 15783.6, 1
4995, 2497.5, 0
23996, 4799.2, 0
12162, 3648.6, 0
33945, 10183.5, 1
92199, 27659.7, 0
93050, 37220.0, 0
41469, 12440.7, 0
93061, 27918.3, 1
79380, 23814.0, 0
35193, 10557.9, 0
33848, 6769.6, 0
63350, 25340.0, 0
98706, 29611.8, 0
30781, 6156.2, 0
78453, 54917.1, 1
91874, 27562.2, 0
27516, 11006.4, 0
90996, 63697.2, 0
87352, 17470.4, 1
86918, 17383.6, 0
52167, 15650.1, 0
34217, 6843.4, 0
50053, 20021.2, 1
34488, 10346.4, 1
16264, 4879.2, 0
23974, 4794.8, 0
42422, 16968.8, 0
78975, 23692.5, 1
28895, 8668.5, 0
46313, 13893.9, 0
78091, 39045.5, 0
21073, 12643.8, 0
57798, 17339.4, 0
80996, 16199.2, 0
12465, 3739.5, 0
93123, 27936.9, 1
13996, 2799.2, 0
59575, 41702.5, 0
16315, 11420.5, 1
31618, 6323.6, 1
10663, 4265.2, 1
16271, 8135.5, 1
64441, 19332.3, 0
36429, 21857.4, 1
31308, 9392.4, 0
62092, 18627.6, 0
25480, 15288.0, 0
93136, 18627.2, 0
98979, 59387.4, 0
53412, 10682.4, 0
12960, 9072.0, 1
39038, 23422.8, 0
61971, 24788.4, 0
82121, 24636.3, 0
88806, 35522.4, 0
77901, 15580.2, 0
5124, 1537.2, 0
43483, 13044.9, 0
76107, 30442.8, 0
11188, 4475.2, 0
12513, 3753.9, 0
25371, 5074.2, 0
55890, 11178.0, 0
67763, 20328.9, 1
73367, 14673.4, 0
21533, 4306.6, 0
5315, 2126.0, 1
8720, 2616.0, 0
66541, 19962.3, 0
38889, 7777.8, 0
64127, 12825.4, 0
20662, 6198.6, 0
54595, 10919.0, 0
35796, 10738.8, 0
62456, 12491.2, 0
24197, 7259.1, 0
68705, 20611.5, 0
25058, 5011.6, 0
47785, 33449.5, 1
55652, 33391.2, 1
8131, 2439.3, 0
70803, 49562.1, 0
49028, 9805.6, 1
48948, 24474.0, 1
42668, 12800.4, 0
17300, 5190.0, 0
57545, 17263.5, 0
24308, 14584.8, 0
77827, 15565.4, 1
80512, 16102.4, 0
10151, 3045.3, 0
67263, 20178.9, 0
67701, 20310.3, 0
24572, 12286.0, 1
96801, 29040.3, 1
91642, 18328.4, 0
88272, 26481.6, 0
80954, 40477.0, 0
47423, 23711.5, 1
31812, 9543.6, 0
61889, 37133.4, 0
36506, 7301.2, 0
45141, 27084.6, 0
98982, 29694.6, 0
56542, 33925.2, 1
70662, 21198.6, 0
70225, 14045.0, 0
60354, 18106.2, 0
8298, 2489.4, 0
34199, 10259.7, 0
94161, 28248.3, 1
69169, 13833.8, 0
11224, 4489.6, 0
70417, 35208.5, 0
68582, 20574.6, 1
58603, 11720.6, 0
89586, 26875.8, 0
72685, 14537.0, 0
80687, 16137.4, 0
12510, 8757.0, 1
46258, 23129.0, 1
88999, 62299.3, 0
14373, 4311.9, 0
95365, 28609.5, 1
27672, 8301.6, 0
22833, 6849.9, 0
5648, 2824.0, 0
16301, 8150.5, 0
55646, 22258.4, 0
22906, 9162.4, 1
44081, 8816.2, 0
2306, 691.8, 0
76717, 23015.1, 0
65986, 19795.8, 0
81274, 16254.8, 0
34296, 6859.2, 0
76223, 45733.8, 0
57844, 34706.4, 0
91422, 27426.6, 0
20041, 10020.5, 0
14203, 5681.2, 0
94319, 56591.4, 1
89655, 26896.5, 0
95519, 28655.7, 0
60314, 12062.8, 1
92629, 27788.7, 0
67001, 33500.5, 0
15246, 3049.2, 0
28164, 8449.2, 0
96665, 28999.5, 0
39712, 11913.6, 0
88817, 26645.1, 0
25866, 15519.6, 0
67066, 40239.6, 0
58772, 11754.4, 0
51978, 36384.6, 0
11004, 6602.4, 0
79559, 23867.7, 0
76543, 53580.1, 0
81288, 40644.0, 0
69986, 48990.2, 0
57797, 17339.1, 1
81173, 24351.9, 0
65817, 39490.2, 0
97644, 39057.6, 0
83409, 58386.3, 0
48290, 33803.0, 0
52528, 15758.4, 0
73293, 21987.9, 0
4096, 1228.8, 0
78681, 47208.6, 1
72229, 21668.7, 0
46684, 28010.4, 0
29961, 8988.3, 0
83911, 25173.3, 0
53418, 16025.4, 1
1261, 252.2, 0
79288, 15857.6, 0
36740, 14696.0, 0
67534, 40520.4, 1
74413, 22323.9, 0
23363, 11681.5, 1
14678, 10274.6, 1
56331, 22532.4, 1
89441, 35776.4, 0
87106, 43553.0, 0
75630, 15126.0, 0
74540, 22362.0, 0
13856, 5542.4, 1
77515, 15503.0, 0
11031, 6618.6, 0
27440, 8232.0, 1
12162, 6081.0, 1
75575, 15115.0, 0
28184, 8455.2, 0
6400, 3200.0, 1
2919, 875.7, 1
39235, 15694.0, 0
47724, 14317.2, 0
65555, 13111.0, 0
30610, 12244.0, 0
48504, 14551.2, 1
5133, 1539.9, 1
51612, 20644.8, 0
9432, 3772.8, 0
46224, 13867.2, 0
42111, 12633.3, 0
25482, 7644.6, 0
53045, 15913.5, 0
25133, 15079.8, 0
91741, 64218.7, 1
77767, 23330.1, 0
61325, 12265.0, 0
25267, 7580.1, 1
45883, 27529.8, 0
62782, 25112.8, 0
46530, 27918.0, 1
96704, 67692.8, 1
63296, 12659.2, 0
1871, 561.3, 0
24115, 12057.5, 0
47239, 14171.7, 0
36546, 10963.8, 0
42582, 21291.0, 1
37493, 11247.9, 0
47315, 18926.0, 0
71248, 49873.6, 1
87504, 35001.6, 0
71383, 21414.9, 0
55563, 11112.6, 0
58176, 34905.6, 0
51697, 15509.1, 0
15381, 3076.2, 0
24820, 7446.0, 0
42951, 30065.7, 1
47486, 9497.2, 0
57121, 17136.3, 1
56563, 16968.9, 0
35065, 10519.5, 0
30547, 15273.5, 0
51675, 15502.5, 0
11831, 2366.2, 0
47683, 14304.9, 0
97132, 67992.4, 1
26735, 8020.5, 0
44409, 31086.3, 1
43307, 8661.4, 0
31735, 19041.0, 0
49727, 34808.9, 0
49876, 14962.8, 1
74421, 22326.3, 1
69710, 48797.0, 1
39300, 11790.0, 0
16881, 6752.4, 0
31407, 9422.1, 0
12675, 7605.0, 0
82901, 58030.7, 0
82187, 24656.1, 0
72174, 21652.2, 0
3859, 1157.7, 0
59519, 23807.6, 0
40811, 28567.7, 1
80663, 48397.8, 1
37317, 7463.4, 0
15018, 9010.8, 0
28185, 16911.0, 0
71508, 21452.4, 0
62655, 12531.0, 0
49730, 9946.0, 0
14992, 10494.4, 1
64472, 12894.4, 0
85849, 17169.8, 0
35105, 10531.5, 1
34341, 20604.6, 1
18466, 5539.8, 1
61369, 18410.7, 0
69125, 41475.0, 1
49645, 34751.5, 1
57870, 11574.0, 0
25356, 17749.2, 0
56953, 17085.9, 0
19114, 9557.0, 1
28270, 8481.0, 0
88524, 17704.8, 0
30185, 21129.5, 1
5841, 3504.6, 0
25767, 18036.9, 0
86234, 60363.8, 1
93126, 18625.2, 0
89352, 26805.6, 0
56891, 28445.5, 1
28228, 5645.6, 0
30907, 15453.5, 1
70588, 21176.4, 0
89347, 26804.1, 0
14479, 4343.7, 0
14024, 2804.8, 1
68279, 13655.8, 0
22312, 6693.6, 0
61275, 30637.5, 0
69171, 34585.5, 0
72493, 21747.9, 0
52859, 10571.8, 1
18267, 10960.2, 0
36396, 14558.4, 0
19964, 7985.6, 1
87741, 26322.3, 1
46353, 13905.9, 0
75281, 15056.2, 0
56129, 16838.7, 0
75865, 22759.5, 0
88248, 17649.6, 0
46211, 13863.3, 1
51236, 35865.2, 1
73339, 29335.6, 1
58040, 11608.0, 0
60993, 24397.2, 1
53973, 10794.6, 0
79282, 31712.8, 0
66060, 26424.0, 1
74049, 22214.7, 0
56649, 11329.8, 0
65991, 13198.2, 0
35710, 7142.0, 0
35295, 10588.5, 0
50421, 15126.3, 0
62265, 24906.0, 0
25010, 7503.0, 0
1289, 257.8, 0
95622, 28686.6, 0
59184, 17755.2, 0
96054, 48027.0, 0
64471, 12894.2, 1
24148, 16903.6, 1
18666, 5599.8, 0
47633, 19053.2, 1
16716, 8358.0, 0
79174, 23752.2, 0
54263, 16278.9, 0
87967, 26390.1, 0
14739, 7369.5, 0
91378, 54826.8, 0
21105, 10552.5, 1
31631, 18978.6, 0
63795, 44656.5, 1
88948, 53368.8, 1
61215, 12243.0, 0
73157, 21947.1, 0
6876, 1375.2, 1
40401, 8080.2, 0
50877, 15263.1, 0
30685, 9205.5, 0
89265, 17853.0, 0
97075, 29122.5, 0
47852, 9570.4, 0
58130, 40691.0, 1
75910, 37955.0, 0
81825, 24547.5, 0
70360, 21108.0, 0
35659, 10697.7, 1
25995, 5199.0, 0
3979, 1591.6, 0
12518, 7510.8, 1
84693, 50815.8, 0
53132, 15939.6, 0
4760, 3332.0, 0
58579, 29289.5, 0
92111, 18422.2, 0
52531, 10506.2, 0
81830, 16366.0, 0
66703, 46692.1, 1
88960, 62272.0, 1
62137, 18641.1, 0
51455, 15436.5, 1
12202, 8541.4, 0
77440, 30976.0, 1
1077, 430.8, 0
41532, 12459.6, 0
3182, 954.6, 0
51537, 10307.4, 0
56987, 11397.4, 0
1095, 438.0, 0
52714, 15814.2, 0
98885, 29665.5, 1
65195, 13039.0, 0
47339, 14201.7, 0
81034, 40517.0, 1
14664, 4399.2, 0
48669, 24334.5, 0
69040, 20712.0, 1
73716, 51601.2, 0
3450, 1035.0, 0
68390, 20517.0, 1
40905, 28633.5, 1
41376, 12412.8, 0
31926, 9577.8, 1
30357, 9107.1, 1
35903, 14361.2, 0
83039, 41519.5, 0
7656, 2296.8, 1
16714, 6685.6, 0
57917, 11583.4, 0
18728, 5618.4, 1
87535, 43767.5, 0
4568, 913.6, 0
26333, 7899.9, 0
3833, 2683.1, 1
23099, 6929.7, 0
1247, 748.2, 0
66142, 19842.6, 0
80112, 24033.6, 0
53079, 15923.7, 0
20249, 6074.7, 0
26875, 5375.0, 0
52059, 15617.7, 0
58061, 34836.6, 0
33252, 19951.2, 1
41861, 29302.7, 0
8792, 5275.2, 0
56859, 17057.7, 0
32610, 9783.0, 0
35379, 10613.7, 1
46777, 18710.8, 0
9099, 1819.8, 0
10263, 3078.9, 1
74829, 22448.7, 0
57681, 23072.4, 1
86896, 34758.4, 0
92393, 18478.6, 0
17947, 5384.1, 0
94582, 66207.4, 1
17103, 5130.9, 0
61341, 30670.5, 0
50588, 15176.4, 0
34517, 13806.8, 0
32171, 19302.6, 0
64403, 38641.8, 0
16863, 11804.1, 0
79352, 47611.2, 1
42253, 8450.6, 0
48398, 14519.4, 0
64091, 19227.3, 1
12532, 3759.6, 0
27998, 8399.4, 1
25689, 7706.7, 0
69945, 20983.5, 0
38298, 7659.6, 0
16672, 10003.2, 0
66582, 19974.6, 0
28754, 8626.2, 1
99527, 29858.1, 1
72766, 36383.0, 0
14849, 4454.7, 0
96187, 38474.8, 1
21426, 10713.0, 0
34307, 10292.1, 1
25109, 15065.4, 0
81768, 24530.4, 0
86443, 25932.9, 0
37521, 18760.5, 0
42802, 8560.4, 0
48768, 19507.2, 0
83276, 24982.8, 0
94300, 28290.0, 1
99108, 19821.6, 0
64147, 32073.5, 0
60409, 30204.5, 0
57868, 17360.4, 0
79184, 15836.8, 0
6164, 2465.6, 0
81971, 24591.3, 1
62089, 37253.4, 0
92333, 18466.6, 0
55619, 16685.7, 0
52835, 15850.5, 0
49041, 29424.6, 0
72356, 21706.8, 0
30143, 21100.1, 1
85830, 60081.0, 0
87710, 17542.0, 0
3347, 1338.8, 0
41080, 12324.0, 0
6087, 1826.1, 0
68872, 20661.6, 0
61018, 18305.4, 0
76167, 22850.1, 0
28780, 14390.0, 0
10216, 6129.6, 1
98450, 29535.0, 1
3518, 1055.4, 0
4134, 1240.2, 0
31840, 19104.0, 0
75342, 22602.6, 0
74405, 14881.0, 0
13503, 4050.9, 0
73457, 51419.9, 1
24998, 12499.0, 1
4619, 1385.7, 1
84723, 25416.9, 0
4277, 2993.9, 1
97302, 68111.4, 1
85684, 34273.6, 0
44132, 13239.6, 0
32155, 19293.0, 0
61717, 24686.8, 1
81498, 24449.4, 0
48638, 9727.6, 1
26629, 18640.3, 0
13765, 9635.5, 1
43515, 13054.5, 0
95467, 19093.4, 0
58819, 17645.7, 0
25797, 5159.4, 0
41272, 8254.4, 0
91359, 54815.4, 0
48452, 19380.8, 0
71415, 14283.0, 0
53699, 26849.5, 0
22591, 15813.7, 1
42428, 12728.4, 0
52020, 15606.0, 0
15107, 9064.2, 1
71371, 42822.6, 0
52929, 15878.7, 0
78947, 39473.5, 0
53388, 10677.6, 0
15046, 4513.8, 0
66558, 26623.2, 0
73081, 21924.3, 0
27551, 8265.3, 0
53519, 10703.8, 0
8971, 1794.2, 1
77119, 15423.8, 0
98652, 39460.8, 1
65581, 39348.6, 0
18178, 3635.6, 0
40351, 16140.4, 0
72788, 43672.8, 0
81089, 24326.7, 0
55925, 39147.5, 0
75707, 22712.1, 0
59910, 41937.0, 1
48354, 29012.4, 1
44524, 22262.0, 0
16282, 4884.6, 0
62946, 12589.2, 0
76213, 15242.6, 0
58322, 11664.4, 0
75335, 52734.5, 1
55386, 11077.2, 0
96619, 67633.3, 1
71681, 21504.3, 0
24717, 12358.5, 0
12643, 7585.8, 0
99618, 29885.4, 0
30647, 9194.1, 1
54017, 27008.5, 1
82438, 16487.6, 0
40489, 20244.5, 0
47764, 14329.2, 0
4523, 2713.8, 0
29963, 8988.9, 0
23317, 16321.9, 1
10889, 3266.7, 1
94518, 28355.4, 1
72948, 21884.4, 0
92152, 64506.4, 1
64652, 19395.6, 0
82377, 16475.4, 0
77441, 23232.3, 0
53049, 15914.7, 1
3680, 1104.0, 0
14944, 4483.2, 0
1821, 546.3, 0
35497, 14198.8, 0
23729, 7118.7, 0
44638, 26782.8, 0
3451, 690.2, 0
54255, 16276.5, 0
29920, 17952.0, 0
15484, 4645.2, 0
30915, 6183.0, 0
53934, 21573.6, 0
91017, 18203.4, 0
3595, 1078.5, 0
14169, 2833.8, 1
95794, 28738.2, 1
67858, 13571.6, 0
26466, 7939.8, 0
65142, 32571.0, 0
59790, 35874.0, 0
9283, 4641.5, 1
72706, 21811.8, 0
69355, 13871.0, 1
73575, 22072.5, 0
26618, 7985.4, 0
18008, 10804.8, 0
46189, 27713.4, 0
16800, 10080.0, 0
12976, 6488.0, 0
60415, 18124.5, 0
88492, 61944.4, 1
40429, 24257.4, 0
23130, 6939.0, 1
81447, 24434.1, 0
57189, 17156.7, 1
85627, 34250.8, 0
95991, 47995.5, 1
94256, 28276.8, 0
83863, 16772.6, 0
29644, 8893.2, 0
47728, 23864.0, 0
72354, 21706.2, 0
98194, 29458.2, 0
47028, 14108.4, 1
68980, 13796.0, 0
84652, 25395.6, 0
30591, 6118.2, 1
53844, 16153.2, 0
39180, 7836.0, 0
65588, 32794.0, 1
68064, 20419.2, 0
97999, 29399.7, 0
45105, 13531.5, 0
90590, 27177.0, 0
73802, 22140.6, 0
23914, 14348.4, 1
26818, 5363.6, 0
7480, 2244.0, 0
27751, 8325.3, 0
42297, 12689.1, 0
51277, 10255.4, 0
55766, 22306.4, 0
51032, 10206.4, 0
58033, 17409.9, 0
33934, 10180.2, 0
49510, 34657.0, 0
54812, 10962.4, 0
86045, 17209.0, 0
76609, 22982.7, 0
89516, 17903.2, 0
76801, 15360.2, 0
43132, 21566.0, 0
87797, 17559.4, 1
97979, 29393.7, 0
99393, 59635.8, 0
25728, 7718.4, 0
47460, 9492.0, 0
12162, 3648.6, 0
12771, 3831.3, 0
51751, 15525.3, 0
82918, 16583.6, 0
16355, 3271.0, 0
35114, 24579.8, 1
72773, 21831.9, 0
35820, 7164.0, 0
5720, 1716.0, 0
25735, 5147.0, 0
46839, 23419.5, 0
45217, 13565.1, 0
2692, 807.6, 0
13815, 8289.0, 0
25002, 5000.4, 0
77320, 23196.0, 0
14579, 5831.6, 1
76179, 53325.3, 0
91105, 18221.0, 0
56710, 11342.0, 0
13177, 6588.5, 0
81303, 16260.6, 0
36271, 7254.2, 1
13081, 3924.3, 0
56773, 11354.6, 0
60231, 18069.3, 0
41027, 8205.4, 0
18857, 7542.8, 0
31454, 9436.2, 0
86857, 26057.1, 1
32459, 12983.6, 0
80942, 24282.6, 0
23954, 4790.8, 0
73766, 36883.0, 0
20284, 12170.4, 1
91432, 18286.4, 0
30200, 12080.0, 1
49788, 24894.0, 0
18190, 3638.0, 0
66667, 46666.9, 1
96364, 67454.8, 1
49637, 9927.4, 0
60930, 24372.0, 0
17440, 3488.0, 0
42117, 8423.4, 0
58991, 35394.6, 0
43546, 21773.0, 0
45123, 22561.5, 0
58133, 40693.1, 1
47564, 19025.6, 0
96927, 19385.4, 0
55920, 27960.0, 0
47583, 28549.8, 1
39955, 11986.5, 1
1302, 260.4, 0
51944, 31166.4, 1
79133, 15826.6, 0
21723, 4344.6, 0
55124, 11024.8, 0
32365, 9709.5, 0
43080, 12924.0, 0
47751, 14325.3, 0
32590, 6518.0, 0
34565, 10369.5, 0
91037, 36414.8, 0
73553, 22065.9, 1
56768, 11353.6, 0
28948, 8684.4, 0
92379, 18475.8, 0
9511, 1902.2, 0
34584, 6916.8, 0
22310, 13386.0, 0
60876, 12175.2, 1
93569, 18713.8, 0
70659, 42395.4, 1
6542, 1962.6, 1
10821, 2164.2, 0
83948, 16789.6, 0
52636, 15790.8, 1
84933, 25479.9, 0
91563, 27468.9, 0
96483, 48241.5, 0
65394, 32697.0, 1
